event_id,home_team,away_team,commence_time,game_date,type,h2h_arizona_diamondbacks_line,h2h_arizona_diamondbacks_odds,h2h_toronto_blue_jays_line,h2h_toronto_blue_jays_odds,spreads_arizona_diamondbacks_line,spreads_arizona_diamondbacks_odds,spreads_toronto_blue_jays_line,spreads_toronto_blue_jays_odds,totals_over_line,totals_over_odds,totals_under_line,totals_under_odds,h2h_miami_marlins_line,h2h_miami_marlins_odds,h2h_philadelphia_phillies_line,h2h_philadelphia_phillies_odds,spreads_miami_marlins_line,spreads_miami_marlins_odds,spreads_philadelphia_phillies_line,spreads_philadelphia_phillies_odds,h2h_los_angeles_angels_line,h2h_los_angeles_angels_odds,h2h_new_york_yankees_line,h2h_new_york_yankees_odds,spreads_los_angeles_angels_line,spreads_los_angeles_angels_odds,spreads_new_york_yankees_line,spreads_new_york_yankees_odds,h2h_baltimore_orioles_line,h2h_baltimore_orioles_odds,h2h_tampa_bay_rays_line,h2h_tampa_bay_rays_odds,spreads_baltimore_orioles_line,spreads_baltimore_orioles_odds,spreads_tampa_bay_rays_line,spreads_tampa_bay_rays_odds,h2h_detroit_tigers_line,h2h_detroit_tigers_odds,h2h_pittsburgh_pirates_line,h2h_pittsburgh_pirates_odds,spreads_detroit_tigers_line,spreads_detroit_tigers_odds,spreads_pittsburgh_pirates_line,spreads_pittsburgh_pirates_odds,h2h_chicago_cubs_line,h2h_chicago_cubs_odds,h2h_milwaukee_brewers_line,h2h_milwaukee_brewers_odds,spreads_chicago_cubs_line,spreads_chicago_cubs_odds,spreads_milwaukee_brewers_line,spreads_milwaukee_brewers_odds,h2h_chicago_white_sox_line,h2h_chicago_white_sox_odds,h2h_st._louis_cardinals_line,h2h_st._louis_cardinals_odds,spreads_chicago_white_sox_line,spreads_chicago_white_sox_odds,spreads_st._louis_cardinals_line,spreads_st._louis_cardinals_odds,h2h_atlanta_braves_line,h2h_atlanta_braves_odds,h2h_new_york_mets_line,h2h_new_york_mets_odds,spreads_atlanta_braves_line,spreads_atlanta_braves_odds,spreads_new_york_mets_line,spreads_new_york_mets_odds,h2h_houston_astros_line,h2h_houston_astros_odds,h2h_oakland_athletics_line,h2h_oakland_athletics_odds,spreads_houston_astros_line,spreads_houston_astros_odds,spreads_oakland_athletics_line,spreads_oakland_athletics_odds,h2h_cincinnati_reds_line,h2h_cincinnati_reds_odds,h2h_minnesota_twins_line,h2h_minnesota_twins_odds,spreads_cincinnati_reds_line,spreads_cincinnati_reds_odds,spreads_minnesota_twins_line,spreads_minnesota_twins_odds,h2h_colorado_rockies_line,h2h_colorado_rockies_odds,h2h_washington_nationals_line,h2h_washington_nationals_odds,spreads_colorado_rockies_line,spreads_colorado_rockies_odds,spreads_washington_nationals_line,spreads_washington_nationals_odds,h2h_cleveland_guardians_line,h2h_cleveland_guardians_odds,h2h_san_francisco_giants_line,h2h_san_francisco_giants_odds,spreads_cleveland_guardians_line,spreads_cleveland_guardians_odds,spreads_san_francisco_giants_line,spreads_san_francisco_giants_odds,h2h_los_angeles_dodgers_line,h2h_los_angeles_dodgers_odds,h2h_san_diego_padres_line,h2h_san_diego_padres_odds,spreads_los_angeles_dodgers_line,spreads_los_angeles_dodgers_odds,spreads_san_diego_padres_line,spreads_san_diego_padres_odds,props
33be14f41769b4e51cba34c9e7429f7f,Toronto Blue Jays,Arizona Diamondbacks,2025-06-19 19:07:00+00:00,2025-06-19,team,,118.0,,-141.0,1.5,-170.0,-1.5,145.0,8.5,-110.0,8.5,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33be14f41769b4e51cba34c9e7429f7f,Toronto Blue Jays,Arizona Diamondbacks,2025-06-19 19:07:00+00:00,2025-06-19,pitcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
33be14f41769b4e51cba34c9e7429f7f,Toronto Blue Jays,Arizona Diamondbacks,2025-06-19 19:07:00+00:00,2025-06-19,batter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
359ca9655b772155e2ad7febf8d81f62,Miami Marlins,Philadelphia Phillies,2025-06-19 22:41:00+00:00,2025-06-19,team,,,,,,,,,8.0,-105.0,8.0,-115.0,,142.0,,-172.0,1.5,-120.0,-1.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359ca9655b772155e2ad7febf8d81f62,Miami Marlins,Philadelphia Phillies,2025-06-19 22:41:00+00:00,2025-06-19,pitcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
359ca9655b772155e2ad7febf8d81f62,Miami Marlins,Philadelphia Phillies,2025-06-19 22:41:00+00:00,2025-06-19,batter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
37007422fd0fe2a63f836c4648068420,New York Yankees,Los Angeles Angels,2025-06-19 17:06:00+00:00,2025-06-19,team,,,,,,,,,9.5,100.0,9.5,-120.0,,,,,,,,,,225.0,,-280.0,1.5,120.0,-1.5,-140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37007422fd0fe2a63f836c4648068420,New York Yankees,Los Angeles Angels,2025-06-19 17:06:00+00:00,2025-06-19,pitcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
37007422fd0fe2a63f836c4648068420,New York Yankees,Los Angeles Angels,2025-06-19 17:06:00+00:00,2025-06-19,batter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[]
6461c46d177ee34111313f7c4d8d44e3,Tampa Bay Rays,Baltimore Orioles,2025-06-19 23:36:00+00:00,2025-06-19,team,,,,,,,,,8.5,-120.0,8.5,100.0,,,,,,,,,,,,,,,,,,123.0,,-147.0,1.5,-165.0,-1.5,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
